,r,xi,varxi,sig
0,0.011020128175725523,0.16408700999051434,0.057110764101672325,0.23897858502734576
1,0.013634002381762492,-0.027907998675735096,0.0384071589966059,0.19597744512215148
2,0.01656958872591361,0.2412608494153456,0.02580793337198683,0.16064847765225423
3,0.01999664404129463,0.06959157124144799,0.017446910366687905,0.13208675318398855
4,0.02432725898521996,0.06063376464316648,0.011722684853342451,0.10827134825678698
5,0.02988467080116193,0.04090373251912739,0.00792568029928199,0.08902628993326629
6,0.03639220851660587,0.005343852671478149,0.005322391672667851,0.07295472344315926
7,0.04428292453220023,0.14287001712374023,0.003584263061855477,0.059868715218012465
8,0.053704374669667786,0.059259378718241364,0.0024225701863046217,0.049219611805708316
9,0.0655354172051145,0.05584740938834475,0.001629913230178193,0.040372183866843186
10,0.07979127658305828,0.09487244814807046,0.0010979365784606517,0.033135126051678926
11,0.09737453894879727,0.0608982936782606,0.0007397390360703954,0.027198143982088103
12,0.11859551739547367,0.010536812713151376,0.00049876769534503,0.022333107606086307
13,0.1443994288819219,0.08488531691391434,0.0003358147295704349,0.018325248417700505
14,0.17590607679567377,0.02778444686894344,0.00022639790330350893,0.015046524625424601
15,0.21464029599772988,0.00031588529928245056,0.00015241300563796753,0.012345566233995407
16,0.26129864138566355,0.03200930270319006,0.00010275769419889808,0.01013694698609488
17,0.3183527916430654,0.02808729983838287,6.9167445189742e-05,0.008316696771539888
18,0.3882675795848306,0.034566132984864606,4.6595274657224465e-05,0.0068260731505913755
19,0.4729122567795564,0.03171398877123748,3.14245268362256e-05,0.005605758364059728
20,0.5763630524300098,0.03538344550061085,2.1162237765740546e-05,0.00460024322897611
21,0.7020472981176918,0.026097451286528756,1.4280727365760728e-05,0.0037789849650085574
22,0.8555388147360347,0.026366108552936893,9.618962863318558e-06,0.0031014452862042495
23,1.04240954281297,0.025776913964232526,6.482737236089356e-06,0.002546121999451196
24,1.2694757861110009,0.023996333643056714,4.368165293063722e-06,0.002090015620291801
25,1.5467029628968807,0.023546081318948853,2.950045557580471e-06,0.0017175696660049835
26,1.8846267719020688,0.024574190007341023,1.9878657584692386e-06,0.001409916933180547
27,2.295146268797574,0.013319673281586933,1.3475796597197307e-06,0.0011608529879875964
28,2.794659992880424,0.021073754626522216,9.261383487456199e-07,0.0009623608204543761
29,3.4052285895493455,0.01915456389209249,6.43322482623911e-07,0.0008020738635711246
30,4.1481689280477045,0.021989443227941503,4.5312204713719995e-07,0.0006731434075568148
31,5.054282801965302,0.016853610837142624,3.249900089728096e-07,0.0005700789497717045
32,6.158122149729429,0.020312337742209554,2.3103870541474439e-07,0.0004806648576864595
33,7.507025034044809,0.022047882599169778,1.633014625108384e-07,0.00040410575659205646
34,9.143219821224092,0.012207197316151289,1.1599147680071797e-07,0.00034057521460129477
